seq,title,startDate,endDate,place,realmName,area,thumbnail,gpsX,gpsY,site
216619,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 강남)",2022-11-04,2022-11-04,광림아트센터 장천홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/07/show_2022072916175745536.jpg,127.0252949,37.52396289,https://tickets.interpark.com/goods/22009606
216778,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(인천)",2022-11-06,2022-11-06,인천문화예술회관,음악,인천,http://www.culture.go.kr/upload/rdf/22/08/show_2022080114195023389.jpg,126.7001311,37.44784644,https://tickets.interpark.com/goods/22009668
216838,M 소나타 시리즈 〈김도현 피아노 리사이틀〉,2022-10-30,2022-10-30,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_20220802134490953.jpg,126.9455337,37.54990185,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2019&page=1
216839,M 소나타 시리즈 〈문지영 피아노 리사이틀〉,2022-11-24,2022-11-24,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_20220802136311503.jpg,126.9455337,37.54990185,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2020&page=1
216943,마포아트센터 JAZZ REBOOT -VOCALIST - 김주환 밴드,2022-10-28,2022-10-28,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022080213293347601.jpg,126.9455337,37.54990185,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2030&page=1
216946,마포아트센터 JAZZ REBOOT -VOCALIST - 김민희 & Her Trio,2022-10-29,2022-10-29,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022080213311955381.jpg,126.9455337,37.54990185,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2030&page=1
216953,마포아트센터 JAZZ REBOOT -VOCALIST - 이부영 콰르텟,2022-10-29,2022-10-29,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022080213354336403.jpg,126.9455337,37.54990185,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2030&page=1
217044,2시간탈출졸탄쇼,2022-07-01,2022-12-22,졸탄극장,연극,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022080311354213481.jpg,127.0046302,37.57789026,https://booking.naver.com/booking/12/bizes/348237
217061,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(대구)",2022-11-10,2022-11-10,아양아트센터,음악,대구,http://www.culture.go.kr/upload/rdf/22/08/show_2022080311472968587.jpg,128.6518864,35.879606,https://tickets.interpark.com/goods/22009757
217219,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(광주)",2022-11-11,2022-11-11,518기념문화센터,음악,광주,http://www.culture.go.kr/upload/rdf/22/08/show_2022080413434758284.jpg,126.8574776,35.15836936,https://tickets.interpark.com/goods/22009885
217601,2022 Sea&Museum  바다와 미술관,2022-08-09,2022-10-30,이강하 미술관,미술,광주,http://www.culture.go.kr/upload/rdf/22/08/show_2022080616374174423.jpg,126.9156205,35.13688578,http://lkh-artmuseum.com/
217644,에릭 루 피아노 리사이틀,2022-12-06,2022-12-06,예술의전당 IBK챔버홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_20220808933818428.jpg,127.0122499,37.47913542,https://tickets.interpark.com/goods/22008644
217757,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(천안)",2022-11-13,2022-11-13,천안예술의전당,음악,충북,http://www.culture.go.kr/upload/rdf/22/08/show_20220809914123736.jpg,127.2254123,36.75606838,https://tickets.interpark.com/goods/22010085
217760,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(울산)",2022-11-15,2022-11-15,울산북구문화예술회관,음악,울산,http://www.culture.go.kr/upload/rdf/22/08/show_2022080913143013928.jpg,129.3614097,35.58135468,https://tickets.interpark.com/goods/22010071
218024,The 경주 : 경주연대기,2022-05-31,2023-12-31,경주예술의전당 알천미술관,미술,경북,http://www.culture.go.kr/upload/rdf/22/08/show_202208101505351760.jpg,129.2061687,35.86264432,https://garts.kr/index.do?menuId=00000260&menuLink=/user/sched/detl.do&schedId=SCHED_0000011994
218026,뮤직드라마 당신만이,2022-05-27,2022-12-31,JTN 아트홀,기타,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208101695063067.jpg,127.0039282,37.5766379,https://tickets.interpark.com/goods/22005476
218286,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 마포)",2022-11-16,2022-11-16,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022081113472376014.jpg,126.9455337,37.54990185,https://tickets.interpark.com/goods/22010408
218670,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(부산)",2022-11-17,2022-11-17,영화의 전당 하늘연극장,음악,부산,http://www.culture.go.kr/upload/rdf/22/08/show_2022081613252931888.jpg,129.126982,35.17103715,https://tickets.interpark.com/goods/22010449
219015,홍수연 개인전 《Drawn Elephant : 추상 抽象》,2022-08-30,2022-10-29,코리아나미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208172011184121.jpg,127.0327641,37.52412324,https://booking.naver.com/booking/12/bizes/315390/items/4565325
219144,인어; 바다를 부른 여인,2022-10-05,2022-11-02,CGV 아르코 라이브,연극,,http://www.culture.go.kr/upload/rdf/22/08/show_202208181604956805.jpg,126.991165,37.571008,https://groupkkol.wixsite.com/kkol
219350,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(성남)",2022-11-19,2022-11-19,성남아트센터 콘서트홀,음악,경기,http://www.culture.go.kr/upload/rdf/22/08/show_2022081916174153461.jpg,127.1320826,37.40337701,https://tickets.interpark.com/goods/22010540
219781,[집밖] 이우환공간 상설전,2022-01-01,2022-12-31,이우환 공간,미술,부산,http://www.culture.go.kr/upload/rdf/22/08/show_2022082315161227864.png,129.1367509,35.16585028,http://art.busan.go.kr/spaceleeufan/
219783,[집밖] 각진원형:김용관,2022-08-23,2023-02-26,부산시립미술관,미술,부산,http://www.culture.go.kr/upload/rdf/22/08/show_2022082315251328388.jpg,129.137009,35.16669731,http://art.busan.go.kr/
219901,지구의 시간,2022-07-01,2022-11-06,국립아시아문화전당,미술,광주,http://www.culture.go.kr/upload/rdf/22/08/show_2022082410262020295.jpg,126.9200572,35.14704939,https://www.acc.go.kr/main/exhibition.do?PID=0202&action=Read&bnkey=EM_0000005105#scheduleList02
220056,MEDIA FOREST,2020-11-20,2022-12-31,여수엑스포컨벤션센터 엑스포홀,미술,전남,http://www.culture.go.kr/upload/rdf/22/08/show_202208251352118543.jpg,127.7465005,34.75218956,https://tickets.interpark.com/goods/22000534
220279,[집밖] 2022 ACCxGB 지역-아시아 전시 <쓰고도 달콤한>,2022-08-25,2022-11-27,국립아시아문화전당 문화창조원,미술,광주,http://www.culture.go.kr/upload/rdf/22/08/show_2022082613333026397.jpg,126.9200234,35.14801833,https://www.acc.go.kr/main/exhibition.do?PID=0203&action=Read&bnkey=EM_0000005389
220294,"[집밖] 영원한 삶의 집, 아스타나 고분",2022-07-16,2023-07-15,국립중앙박물관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208261412263685.jpg,126.9802369,37.52406306,http://www.museum.go.kr/
220313,[집밖] 어린이박물관 상설전시 &lt;우리 이제 만나요&gt;,2022-04-28,2023-03-12,국립민속박물관 어린이박물관,기타,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208261693515800.jpg,126.9786819,37.58192488,http://www.kidsnfm.go.kr/nfmkid/index.do
220323,[집밖] 일본 불교조각의 세계,2022-04-05,2023-10-09,국립중앙박물관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208261436055929.jpg,126.9802369,37.52406306,http://www.museum.go.kr/
220347,[집밖] MMCA 이건희컬렉션 특별전 이중섭,2022-08-12,2023-04-23,국립현대미술관 서울관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208261646292689.jpg,126.9801036,37.57862749,http://www.mmca.go.kr/
220350,[집밖] MMCA 현대차 시리즈 2022: 최우람 - 작은 방주,2022-09-09,2023-02-26,국립현대미술관 서울관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022082616551980660.jpg,126.9801036,37.57862749,http://www.mmca.go.kr/
220354,[집밖] MMCA 과천프로젝트 2022 : 옥상정원 시간의 정원,2022-06-29,2023-06-25,국립현대미술관 과천관,기타,경기,http://www.culture.go.kr/upload/rdf/22/08/show_202208261793773188.jpg,127.020072,37.43135814,http://www.mmca.go.kr/
220359,[집밖] 문신(文信) : 우주를 향하여,2022-09-01,2023-01-29,국립현대미술관 덕수궁관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208261727146608.jpg,126.9737288,37.56596726,http://www.mmca.go.kr/
220365,[집밖] MMCA 청주프로젝트 2022 : 도시공명,2022-08-24,2022-11-27,국립현대미술관 청주관,미술,충북,http://www.culture.go.kr/upload/rdf/22/08/show_2022082617355939053.jpg,127.4899174,36.65544975,http://www.mmca.go.kr/
220367,[집밖] 전시배달부,2022-08-24,2023-01-29,국립현대미술관 청주관,미술,충북,http://www.culture.go.kr/upload/rdf/22/08/show_202208261740416439.jpg,127.4899174,36.65544975,http://www.mmca.go.kr/
220488,[집밖] 제12회 서울미디어시티비엔날레 사전프로그램 <정거장>,2022-07-21,2023-01-29,서울시립미술관 남서울미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022082910262113333.jpg,126.9794921,37.47598525,https://sema.seoul.go.kr/kr/visit/namseoul
220506,[집밖] 서도호와 아이들: 아트랜드,2022-07-26,2023-03-12,서울시립 북서울미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208299375092385.jpg,127.0668034,37.64089114,https://sema.seoul.go.kr/kr/visit/bukseoul
220513,[집밖] 2022 신진미술인 전시지원 프로그램,2022-07-06,2022-11-20,SeMA 벙커,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208291021555519.jpg,126.9239894,37.52532869,https://sema.seoul.go.kr/kr/visit/sema_bunker
220516,[집밖] 춤추는 낱말,2022-09-01,2022-11-20,서울시립미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208291092186294.jpg,126.9737634,37.56413825,http://sema.seoul.go.kr/
220519,"[집밖] 영원한 나르시시스트, 천경자-상시",2022-08-29,2023-12-31,서울시립미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208291017479291.jpg,126.9737634,37.56413825,http://sema.seoul.go.kr/
220531,경상필하모닉오케스트라 전국순회음악회 <황혼에서의 판타지아>,2022-11-11,2022-11-22,김해문화의전당,음악,경남,http://www.culture.go.kr/upload/rdf/22/08/show_2022082911553732725.jpg,128.8694032,35.2437287,https://www.facebook.com/profile.php?id=100064332026276
220537,우리집,2022-10-19,2022-10-23,후암스테이지,연극,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208291323870365.jpg,127.0004181,37.5820588,
220539,[집밖] 다다익선 : 즐거운 협연,2022-09-14,2023-02-26,국립현대미술관 과천관,미술,경기,http://www.culture.go.kr/upload/rdf/22/08/show_202208301665782043.PNG,127.020072,37.43135814,http://www.mmca.go.kr/
220626,[소마미술관] 작가재조명전&lt;이만익-별을 그리는 마음&gt;,2022-09-02,2023-02-05,소마미술관 1관,미술,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208309405872429.jpg,127.1155179,37.5203397,http://soma.kspo.or.kr/
220840,[대학로] 연극 러브레터,2022-09-23,2022-10-23,JTN 아트홀,연극,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022083018232094067.jpg,127.0039282,37.5766379,
220963,2022 토요국악동화 (9-10월),2022-09-03,2022-10-29,국립국악원 풍류사랑방,국악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022083115105679274.jpg,127.0095956,37.47747105,https://www.gugak.go.kr/site/program/performance/detail?menuid=001001001&performance_id_main=22573
220973,민속악단 정기공연 &lt;원작을 점고하다 - 신들린 상쇠 오마주&gt;,2022-10-20,2022-10-21,국립국악원 예악당,국악,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022083115183198900.jpg,127.0087958,37.47764456,
221081,세인트 조앤 Saint Joan,2022-10-05,2022-10-30,국립극단 명동예술극장,연극,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208311526092965.jpg,126.984219,37.56403199,https://www.ntck.or.kr/ko/performance/info/257084
221089,피지컬 퍼포먼스 &lt;잠시 놀다&gt;_motivated by 구운몽,2022-10-08,2022-10-23,예술의전당 CJ토월극장,무용,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208311537034585.jpg,127.0138949,37.47961502,
221095,연극  <러브레터>,2022-10-06,2022-11-13,예술의전당 자유소극장,연극,서울,http://www.culture.go.kr/upload/rdf/22/08/show_202208311655851888.jpg,127.0140107,37.47904963,https://www.sac.or.kr/site/main/show/show_view?SN=48862
221139,피아니스트 윤한과 함께하는 아침음악살롱 &lt;Salon de Baby&gt;,2022-10-26,2022-10-26,안산문화예술의전당,음악,경기,http://www.culture.go.kr/upload/rdf/22/08/show_2022083116354592969.jpg,126.8226645,37.32020715,
221148,＜제22회 서울국제공연예술제＞,2022-10-06,2022-10-30,아르코예술극장 대극장,연극,서울,http://www.culture.go.kr/upload/rdf/22/08/show_2022083116495026233.jpg,127.0030001,37.58120372,http://spaf.or.kr/
221310,일의 기쁨과 슬픔,2022-10-14,2022-10-30,세종문화회관 M씨어터,연극,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091944146094.jpg,126.9756907,37.57184668,http://www.sejongpac.or.kr/sejong/installation/sejong02.asp
221311,감괘,2022-10-21,2022-10-22,세종문화회관 세종대극장,무용,서울,http://www.culture.go.kr/upload/rdf/22/09/show_20220919461627527.jpg,126.9761803,37.57184453,
221312,이희문 쏭폼스토리즈 <강남오아시스>,2022-10-27,2022-11-06,세종문화회관 S씨어터,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_20220919482610517.jpg,126.9751753,37.57279036,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33460&menuNo=200004
221419,국립무용단 <2022 무용극 호동>,2022-10-27,2022-10-29,국립극장 해오름극장,무용,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209113281505917.gif,126.9997227,37.55239216,https://www.ntok.go.kr/kr/Ticket/Performance/Details?performanceId=266218
221420,이머시브공연 <금란방> 창작가무극,2022-10-11,2022-11-13,국립정동극장,기타,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209113274295812.gif,126.972795,37.5658702,https://www.jeongdong.or.kr/portal/bbs/B0000252/view.do?nttId=6899&menuNo=200001
221446,SAC Opera Gala,2022-10-21,2022-10-23,예술의전당 오페라극장,기타,서울,http://www.culture.go.kr/upload/rdf/22/09/show_20220911391430435.PNG,127.0138271,37.47935599,
221447,2022 토요명품 (9-10월),2022-09-17,2022-10-29,국립국악원 우면당,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209111555445138.jpg,127.0095307,37.47832026,https://www.gugak.go.kr/site/program/performance/detail?menuid=001001001&performance_id_main=22138
221449,전래동화음악극 <호랑이와 곶감>,2022-10-28,2022-10-29,복사골문화센터 판타지아극장,기타,경기,http://www.culture.go.kr/upload/rdf/22/09/show_202209113255036868.jpg,126.754321,37.49496584,https://www.bcf.or.kr/perfexhi/perf/chilperf/childrenDetail.act?PerformanceId=2001099&selectNum=8&searchType=0&searchWord=
221453,괴물,2022-10-06,2022-10-30,문래예술공장 박스시어터,연극,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209011491691424.jpg,126.9001525,37.51325102,https://tickets.interpark.com/goods/22011935
221720,[집밖] S프로젝트_커넥티드터널,2022-09-02,2022-12-31,소마미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/09/show_20220921453320003.jpg,127.118013,37.51690135,http://soma.kspo.or.kr/
221721,[집밖] 이만익-별을그리는마음,2022-09-02,2023-02-05,소마미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209214555819954.png,127.118013,37.51690135,http://soma.kspo.or.kr/
221723,[집밖] 뒤뷔페 그리고 빌레글레,2022-10-01,2023-01-31,소마미술관,미술,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092152984216.jpg,127.118013,37.51690135,http://soma.kspo.or.kr/
221959,"2022 정기기획전 - '선비들의 출처, 나아감과 물러남'",2022-06-21,2023-02-26,유교문화박물관,미술,경북,http://www.culture.go.kr/upload/rdf/22/09/show_2022090515314898765.jpg,128.8105775,36.7024991,https://www.koreastudy.or.kr/cfseum/?fbclid=IwAR2LLrqLZvhzWW4uhowgQ8jXghw7fdZzLCLQxO6JShgmKOL4Dw86bVoCVzk
222081,SOUL-다섯가지 시선,2022-09-05,2022-11-04,갤러리 봄(대구),미술,대구,http://www.culture.go.kr/upload/rdf/22/09/show_202209301312268681.jpg,128.564859,35.95448034,https://blog.naver.com/gongganbom
222237,[파가니니 탄생 240주년] 리스트와 쇼팽이 추억하는 파가니니,2022-11-27,2022-11-27,예술의전당 콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716483493742.jpg,127.011905,37.4790003,https://tickets.interpark.com/goods/22011292
222276,2022 리스트 국제 피아노 콩쿠르 위너 인 서울,2022-10-22,2022-10-22,예술의전당 IBK챔버홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716365132788.jpg,127.0122499,37.47913542,
222277,유러피안 재즈 트리오 디즈니 VS 지브리,2022-10-30,2022-10-30,롯데콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716401812685.jpg,127.1044461,37.5137471,https://tickets.interpark.com/goods/22009619
222278,정한빈 피아노 리사이틀 - 친애하는 프란츠에게,2022-11-05,2022-11-05,예술의전당 IBK챔버홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716423374580.jpg,127.0122499,37.47913542,https://tickets.interpark.com/goods/22010110
222279,지브리 페스티벌,2022-11-20,2022-11-20,예술의전당 콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716444054415.jpg,127.011905,37.4790003,http://ticket.yes24.com/Perf/43257
